Unnamed: 0,Bug_Id,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids,Type,Updated,Bug Id
122,1243019,Firefox for iOS,General,NEW,,[meta] Improve Bookmarks management,2016-01-26T16:39:25Z,   relevant bugs        nbsp   bug          requirements       manage bookmarks locally  including      editing the bookmark friendly name     editing the bookmark url     allow creation of new folders for managing bookmarks          sort bookmarks and bookmarks folders          deleting a bookmark    view bookmarks synced from other firefox instances      tbd  deleting a bookmark from the local view      tbd  deleting a bookmark that then gets synced via firefox accounts    ensure it s obvious which bookmarks are  local  and which are from a synced instance     ensure prominence is given to the local bookmarks    user stories       as a user  i want to be able to delete default bookmarks or any other bookmark      as a user  i want to be able to the bookmark name or url      as a user  i want to be able to create folders for grouping of my bookmarks      as a user  i want to be able to sort my bookmarks and bookmarks folders locally      as a user  i expect to see local bookmark clearly differentiated from synced bookmarks      acceptance criteria   ,,,,
123,1731980,Core,Graphics: WebRender,NEW,,Youtube video playback only fills 1/4 of the expected display box,2021-09-22T08:33:05Z,created attachment     jpg  user agent  mozilla       gecko   firefox      steps to reproduce   build app using geckoview in android tv  playing sd video content in app    actual results   sd video content is playing on top left corner not in full screen   but playing hd video its playing on full screen    expected results   sd video content should play in full screen in tv by using geckoview   ,,,,
124,1601420,GeckoView,Extensions,NEW,,Implement `permissions.request` for GeckoView.,2019-12-04T20:35:38Z,design doc      zqjrdpq   edit  this tracks implementing  permissions request  from the doc ,,,,
126,1442706,Firefox for iOS,General,REOPENED,,[tracking protection 2.0]  can't access whitelist on/off if the page has no blocked elements,2018-03-02T18:18:42Z,we need to be able to access whitelisting on off for a domain even if a particular page on the domain has no blocked elements,,,,
127,1626007,Toolkit,Themes,RESOLVED,FIXED,Stop including XUL widget theme files on Android,2020-03-30T16:24:02Z,i don t think we actually need them at this point ,,,,
131,1410469,Firefox for iOS,Build & Test,RESOLVED,FIXED,UI Test fixes for ClearPrivateDataTestsAndDomainAutocompleteTests,2017-10-20T16:43:26Z,,,,,
134,1644486,GeckoView,General,NEW,,Crash in [@ EMPTY: no crashing thread identified; ERROR_NO_MINIDUMP_HEADER] for fenix,2020-06-09T16:38:20Z,this bug is for crash report bp           ,,,,
137,1206730,Firefox for iOS,General,RESOLVED,WONTFIX,Clear Private Data toggle selections aren't remembered prior to clear,2015-09-21T15:04:23Z,currently the toggles are only remembered on actual clear  but if you back out the toggles reset    e g  settings   clear private data   toggle  browsing history    settings   clear private data   browsing history has been defaulted back,,,,
138,1581007,Core,Layout,RESOLVED,WORKSFORME,Unable to select a word in text fields if the cursor is already within the word,2019-09-13T00:29:56Z,   str     open wikipedia       enter some words in the  search wikipedia  text field     try to select an individual word by long pressing it or double tapping it      expected result  the individual word is selected like in chrome      actual result  the individual word cannot be selected in fenix nightly    focus    or fennec    the browsers instead show popup menu with  paste   select all  options   this bug was originally reported in the fenix issue tracker    mobile fenix issues  ,,,,
139,1650644,Core,Layout,RESOLVED,FIXED,Can't scroll list of items on the column of a project page on GitHub,2020-07-05T14:56:55Z,created attachment   screencast of the issue     cut as it includes another issue  user agent  mozilla       gecko   firefox      steps to reproduce      open up e g    hershey s 🍫    project      scroll list of items on e g   backlog  column   actual results   list of items doesn t scroll    expected results   list of items scrolls properly ,,,,
146,1355239,WebExtensions,General,ASSIGNED,,We should attempt to recover from an extension process crash.,2017-04-10T22:26:51Z,in   bug cgi id      we talked about how we currently don t attempt to recover from an extension process crash   this is probably something we should do ,,,,
147,1722347,Firefox Build System,Bootstrap Configuration,RESOLVED,FIXED,mach bootstrap --no-system-changes fails with TypeError,2021-07-26T16:40:54Z,    typeerror  maybe install private packages or exit  missing   required positional argument   application       patch incoming ,,,,
148,1637869,Core,DOM: Navigation,RESOLVED,FIXED,Support process switching with ParentProcessDocumentChannel,2020-05-14T07:01:32Z,current remote type being not remote should not prevent us from allowing documentchannel to control process switches    central rev   toolkit modules   jsm      ,,,,
150,1463790,GeckoView,General,NEW,,Provide a Kotlin-ified GV API,2018-05-23T16:31:12Z,,,,,
151,1655196,GeckoView,General,RESOLVED,DUPLICATE,High ratio of ERROR_NO_MINIDUMP_HEADER,,talking to  gsvelto today he pointed out that on android we have a high ratio of  error no minidump header    and there might be something fundamentally broken in our crash reporting ,1644486.0,defect,2021-02-04 09:57:49,1655196.0
154,1482876,Firefox for iOS,General,RESOLVED,DUPLICATE,"Storage crash: lastInsertedRowID, 32-bit only, release v13.0",,the brief crash report   thread   name  thread   crashed      storage                                      storage                                      storage                                      storage                          closure    in sqliteremoteclientsandtabs insertorupdatetabsforclientguid            storage                          partial apply for closure    in sqliteremoteclientsandtabs insertorupdatetabsforclientguid            storage                                      storage                                      storage                                    storage                          concretesqlitedbconnection transaction a             storage                          protocol witness for sqlitedbconnection transaction a   in conformance concretesqlitedbconnection          storage                          partial apply for specialized           storage                                   storage                          specialized dowork     a   in swiftdata withconnection a            storage                                   storage                                 ,1482487.0,defect,2018-08-14 08:14:18,1482876.0
158,1331985,Firefox for iOS,Browser,RESOLVED,DUPLICATE,Crash: [UIApplication _cachedSystemAnimationFenceCreatingIfNecessary:] / Web Video Player / EXC_CRASH,,created attachment                   crash  currently ranked    in       crashes  full log attached        looking at the logs  it seems that the relevant piece of information is that the crash is occurring while we re either showing or dismissing the video player from a web page  stack frame   last exception backtrace      corefoundation                     exceptionpreprocess           libobjc a dylib                  objc exception throw           corefoundation                     nsexception raise format arguments             foundation                         nsassertionhandler handlefailureinmethod object file linenumber description             uikit                              uiapplication  cachedsystemanimationfencecreatingifnecessary             uikit                              uiwindow  synchronizedrawingwithprecommithandler             uikit                              uiapplication  setstatusbarhidden animationparameters changeapplicationflag             uikit                              uiapplication  updatecurrentstatusbarviewcontrollerappearance            uikit                              uiviewcontroller setneedsstatusbarappearanceupdate            uikit                              uiviewcontroller  setpresentedstatusbarviewcontroller            uikit                              uiviewcontroller  dismissviewcontrollerwithanimationcontroller interactioncontroller completion            uikit                              uiviewcontroller  dismissviewcontrollerwithtransition from completion            uikit                              uiviewcontroller dismissviewcontrollerwithtransition completion            uikit                              uiviewcontroller dismissviewcontrollerwithtransition completion            uikit                              uiviewcontroller  performcoordinatedpresentordismiss animated            uikit                              uiviewcontroller dismissviewcontrolleranimated completion            avkit                              avplayerviewcontroller  transitionfromfullscreenviewcontrolleranimated completionhandler            avkit                              avplayerviewcontroller  exitfullscreenanimated completionhandler            webcore                          webcore  webvideofullscreeninterfaceavkit  exitfullscreen           webcore                          webcore  webvideofullscreeninterfaceavkit  watchdogtimerfired           webcore                          webcore  threadtimers  sharedtimerfiredinternal           webcore                          webcore  timerfired           corefoundation                     cfrunloop is calling out to a timer callback function            corefoundation                     cfrunloopdotimer          corefoundation                     cfrunloopdotimers          corefoundation                     cfrunlooprun          corefoundation                   cfrunlooprunspecific          webcore                          runwebthread           libsystem pthread dylib           pthread body          libsystem pthread dylib           pthread start          libsystem pthread dylib          thread start    ,1355440.0,defect,2017-04-11 06:26:10,1331985.0
